11
3,7
3,4
4
4,6
3,4
3
3
1,3,7
2,4
4
6,9,12
1,3
1,4,5
11,13
3
9
3,6
3,7
6
13
3
1
3
1
4,6,10
10
10,11
4
6,8,12
4,6
11
3,7
4,6,10
1,6
2,4,10
3
1,4
1,3,6
4
6
1,4
1,10
1
1,4
3
3,4
13
13
2,5,6
1
4,6
3,7
9,13
3,6
7,11
1,3,5
8
1
6,7,10
1,4
13
6,8,11
7,9,13
4,6
2
13
1,13
3
4,6,10
1,6,13
3,4,6
4,6
3
11
4
1,4
13
6,8,10
11
4,5,6
3
4
2,3,5
4
2,12,13
3
4,6
4
3
1,4,6
4,6,13
3
1
3
4
3,5,10
4
3,6,7
5,9,13
3
1,6,7
9,13
3
3
1
4,6,10
6,7,10
4
6,11
4,6
4
3,4,6
4,6,10
4,6
1,4
11,13
1
3,4
2,5,6
4,6
2
4
3
8,9
3
3,7
11
2,4,6
2,4,5
10
9,13
